,co_name,symbol,market,asset,co_business,amplitude,pe_s_d,co_intro,sc,hk_equity,exchange,mv,pe_s,pb_d,equity,ps,industry,turnover,oo,pb_MRQ
473,丰盛控股,00607,主板,1.30,-,-,-,丰盛控股有限公司,-,197.29亿,HK,651.06亿,18.8342,2.55,197.29亿,12.85,电子消费品,0.07%,-,-
474,达利国际,00608,主板,7.16,-,-,-,达利国际集团有限公司,-,3.06亿,HK,6.23亿,14.4062,0.28,3.06亿,0.25,纺织及成衣,-,-,-
475,天德化工,00609,主板,1.75,-,-,-,天德化工控股有限公司,-,8.51亿,HK,17.44亿,6.9736,1.17,8.51亿,1.19,综合化工产品,0.03%,-,-
476,WAI KEE HOLD,00610,主板,7.50,-,-,-,惠记集团有限公司,-,7.93亿,HK,28.47亿,4.254,0.48,7.93亿,0.53,建筑,0.02%,-,-
477,中国核能科技,00611,主板,0.44,-,-,-,中国核能科技集团有限公司,-,11.33亿,HK,13.60亿,16.5845,2.71,11.33亿,0.59,食肆,1.25%,-,-
478,嘉文世纪投资公司,00612,主板,0.06,-,-,-,嘉文世纪投资有限公司,-,12.18亿,HK,8.04亿,-,10.68,12.18亿,1300.00,-,0.36%,-,-
479,梧桐国际,00613,主板,0.30,-,-,-,梧桐国际发展有限公司,-,93.05亿,HK,17.87亿,79.2192,0.64,93.05亿,54.71,-,0.47%,-,-
480,财富链,00616,主板,1.28,-,-,-,财富链有限公司,-,19.12亿,HK,2.08亿,-,0.08,19.12亿,3.89,纺织及成衣,1.04%,-,-
481,百利保控股,00617,主板,11.77,-,-,-,百利保控股有限公司,-,11.15亿,HK,34.11亿,15.6658,0.26,11.15亿,1.20,综合地产,0.04%,-,-
482,北大资源,00618,主板,0.31,-,-,-,北大资源(控股)有限公司,-,59.88亿,HK,15.57亿,-,0.85,59.88亿,0.10,电脑及周边产品,-,-,-
483,南华金融,00619,主板,0.07,-,-,-,南华金融控股有限公司,-,150.84亿,HK,9.05亿,-,0.83,150.84亿,7.07,证券及经纪业,0.47%,-,-
484,大唐西市,00620,主板,1.18,-,-,-,大唐西市丝路投资控股有限公司,-,5.55亿,HK,21.04亿,-,3.22,5.55亿,15.29,工业机械及设备,0.01%,-,-
485,坛金矿业,00621,主板,0.24,-,-,-,坛金矿业有限公司,-,181.51亿,HK,14.16亿,3.2294,0.33,181.51亿,23.45,金属采矿及相关贸易,0.27%,-,-
486,威华达控股,00622,主板,0.47,-,-,-,威华达控股有限公司,-,111.69亿,HK,23.79亿,-,0.45,111.69亿,14.68,-,0.29%,-,-
487,中视金桥,00623,主板,3.24,-,-,-,中视金桥国际传媒控股有限公司,-,5.30亿,HK,8.80亿,-,0.51,5.30亿,0.61,广告,0.09%,-,-
488,大众金融控股,00626,主板,6.63,-,-,-,大众金融控股有限公司,-,10.98亿,HK,38.76亿,9.5058,0.53,10.98亿,2.50,银行,0.01%,-,-
489,共生智筑,00627,主板,0.09,-,-,-,共生智筑控股有限公司,-,13.22亿,HK,7.93亿,-,6.50,13.22亿,1.54,纺织及成衣,0.03%,-,-
490,通通AI社交,00628,主板,0.74,-,-,-,通通AI社交集团有限公司,-,27.01亿,HK,32.14亿,-,1.61,27.01亿,56.99,赌场与赌博,-,-,-
491,悦达国际控股,00629,主板,0.39,-,-,-,悦达国际控股有限公司,-,11.69亿,HK,6.31亿,-,1.37,11.69亿,6.96,金属采矿及相关贸易,0.10%,-,-
492,隽泰控股,00630,主板,0.16,-,-,-,隽泰控股有限公司,-,18.63亿,HK,12.29亿,-,4.06,18.63亿,13.02,电脑及周边产品,0.13%,-,-
493,三一国际,00631,主板,2.23,-,-,-,三一重装国际控股有限公司,-,30.41亿,HK,42.88亿,-,0.63,30.41亿,1.90,工业机械及设备,0.02%,-,-
494,中港石油,00632,主板,0.17,-,-,-,中港石油有限公司,-,32.46亿,HK,9.57亿,7.0034,1.75,32.46亿,114.00,-,0.12%,-,-
495,彩星集团,00635,主板,2.94,-,-,-,彩星集团有限公司,-,20.91亿,HK,252.57亿,-,4.11,20.91亿,2.08,玩具,-,-,-
496,KLN,00636,主板,9.02,-,-,-,KLN Logistics Group Limited,-,16.96亿,HK,189.91亿,10.0626,1.24,16.96亿,0.78,-,0.01%,-,-
497,利记,00637,主板,1.23,-,-,-,利记控股有限公司,-,8.29亿,HK,5.55亿,-,0.54,8.29亿,0.28,金属采矿及相关贸易,-,-,-
498,广和通,00638,主板,2.26,-,-,-,深圳市广和通无线股份有限公司,-,4.28亿,HK,7.50亿,-,0.78,4.28亿,0.28,-,0.33%,-,-
499,首钢资源,00639,主板,2.74,-,-,-,首钢福山资源集团有限公司,-,53.02亿,HK,70.51亿,60.7035,0.49,53.02亿,3.54,煤炭开采及相关贸易,0.14%,-,-
500,星谦发展,00640,主板,0.68,-,-,-,星谦发展控股有限公司,-,6.32亿,HK,5.69亿,15.3004,1.33,6.32亿,1.14,综合化工产品,0.02%,-,-
501,中国恒天立信国际,00641,主板,1.21,-,-,-,中国恒天立信国际有限公司,-,11.00亿,HK,22.77亿,24.9477,1.71,11.00亿,0.73,-,-,-,-
502,恒富控股,00643,主板,0.28,-,-,-,恒富控股有限公司,-,8.18亿,HK,4.91亿,-,2.15,8.18亿,3.98,-,0.02%,-,-
503,安域亚洲,00645,主板,0.24,-,-,-,安域亚洲有限公司,-,3.42亿,HK,4.72亿,-,5.65,3.42亿,0.31,体育用品,0.04%,-,-
504,中国环保科技,00646,主板,0.00,-,-,-,中国环保科技控股有限公司,-,36.50亿,HK,7.34亿,-,60.91,36.50亿,17.00,水公用事业,0.01%,-,-
505,京玖康疗,00648,主板,0.04,-,-,-,京玖医疗健康有限公司,-,65.21亿,HK,2.80亿,-,1.14,65.21亿,1.23,医疗保健服务,3.37%,-,-
506,普达特科技,00650,主板,1.70,-,-,-,普达特科技有限公司,-,12.69亿,HK,27.29亿,-,1.27,12.69亿,40.04,酒店,-,-,-
507,卓悦控股,00653,主板,0.25,-,-,-,卓悦控股有限公司,-,34.13亿,HK,14.16亿,-,1.66,34.13亿,0.67,美容护肤,0.12%,-,-
508,香港华人有限公司,00655,主板,5.21,-,-,-,香港华人有限公司,-,19.98亿,HK,28.98亿,14.2083,0.28,19.98亿,9.98,-,0.01%,-,-
509,复星国际,00656,主板,12.15,-,-,-,复星国际有限公司,-,85.79亿,HK,1003.74亿,8.6946,0.96,85.79亿,1.08,综合企业,0.16%,-,-
510,环科国际,00657,主板,0.05,-,-,-,环科国际集团有限公司,-,19.46亿,HK,4.65亿,-,4.55,19.46亿,5.56,食肆,-,-,-
511,中国高速传动,00658,主板,7.66,-,-,-,中国高速传动设备集团有限公司,-,16.35亿,HK,131.64亿,10.2742,1.05,16.35亿,1.22,工业机械及设备,0.34%,-,-
512,周大福创建,00659,主板,11.82,-,-,-,周大福创建有限公司,-,38.84亿,HK,584.13亿,12.0797,1.27,38.84亿,2.10,-,0.01%,-,-
513,玮俊生物科技,00660,主板,0.00,-,-,-,玮俊生物科技有限公司,-,162.71亿,HK,11.88亿,-,990.00,162.71亿,2.54,综合化工产品,-,-,-
514,中国大冶有色金属,00661,主板,0.15,-,-,-,中国大冶有色金属矿业有限公司,-,178.96亿,HK,19.69亿,-,0.72,178.96亿,0.04,金属采矿及相关贸易,0.01%,-,-
515,亚洲金融,00662,主板,7.19,-,-,-,亚洲金融集团有限公司,-,9.78亿,HK,40.90亿,11.083,0.58,9.78亿,2.49,-,0.03%,-,-
516,铜师傅,00664,主板,-,-,-,-,杭州铜师傅文创(集团)股份有限公司,-,-,HK,-,-,-,-,-,-,-,-,-
517,瑞浦兰钧,00666,主板,-,-,-,-,瑞浦兰钧能源股份有限公司,-,-,HK,-,-,-,-,-,投资控股及资产管理,-,-,-
518,中国东方教育,00667,主板,-,-,-,-,中国东方教育控股有限公司,-,-,HK,-,-,-,-,-,-,-,-,-
519,创科实业,00669,主板,10.19,-,-,-,创科实业有限公司,-,18.33亿,HK,643.43亿,20.6916,3.44,18.33亿,1.54,-,0.18%,-,-
520,中国东方航空股份,00670,主板,3.82,-,-,-,中国东方航空股份有限公司,-,46.59亿,HK,636.57亿,12.5593,1.15,144.68亿,0.54,-,0.08%,-,-
521,众安集团,00672,主板,3.11,-,-,-,众安集团有限公司,-,23.49亿,HK,16.21亿,11.5852,0.22,23.49亿,0.29,中国房地产,0.06%,-,-
522,中国卫生集团,00673,主板,0.04,-,-,-,中国卫生集团有限公司,-,32.20亿,HK,5.18亿,-,3.82,32.20亿,210.00,综合科技,0.17%,-,-
523,中国唐商,00674,主板,0.18,-,-,-,中国唐商控股有限公司,-,10.78亿,HK,3.40亿,-,1.77,10.78亿,3.89,综合旅游、酒店及食肆,-,-,-
524,坚宝国际,00675,主板,0.87,-,-,-,坚宝国际控股有限公司,-,2.67亿,HK,2.75亿,-,1.18,2.67亿,0.64,电器部件及设备,0.03%,-,-
525,创信国际,00676,主板,0.89,-,-,-,创信国际控股有限公司,-,7.31亿,HK,8.33亿,471.0832,1.28,7.31亿,1.34,鞋类,-,-,-
526,金源发展国际实业,00677,主板,0.74,-,-,-,金源发展国际实业有限公司,-,16.95亿,HK,8.82亿,-,0.71,16.95亿,0.82,农产品,0.04%,-,-
527,亚洲联网科技,00679,主板,2.39,-,-,-,亚洲联网科技有限公司,-,4.26亿,HK,4.73亿,0.61,0.46,4.26亿,0.76,工业机械及设备,0.11%,-,-
528,中民控股,00681,主板,0.26,-,-,-,中民控股有限公司,-,69.45亿,HK,6.67亿,-,0.37,69.45亿,0.81,燃气公用事业,0.01%,-,-
529,超大现代,00682,主板,0.86,-,-,-,超大现代农业(控股)有限公司,-,32.93亿,HK,5.04亿,-,0.18,32.93亿,0.42,-,0.42%,-,-
530,嘉里建设,00683,主板,57.33,-,-,-,嘉里建设有限公司,-,14.43亿,HK,399.78亿,6.0933,0.48,14.43亿,2.82,综合地产,0.03%,-,-
531,亚伦国际,00684,主板,3.25,-,-,-,亚伦国际集团有限公司,-,3.35亿,HK,6.94亿,5.1679,0.64,3.35亿,0.49,家居耐用消费品,-,-,-
532,世界华文媒体,00685,主板,0.88,-,-,-,世界华文媒体有限公司,-,16.87亿,HK,17.38亿,8.4099,1.17,16.87亿,0.68,-,-,-,-
533,北京能源国际,00686,主板,0.40,-,-,-,北京能源国际控股有限公司,-,76.22亿,HK,98.32亿,24.1789,3.23,76.22亿,4.51,环保产品及服务,0.13%,-,-
534,泰升集团,00687,主板,0.87,-,-,-,泰升集团控股有限公司,-,34.02亿,HK,132.36亿,74.8143,4.49,34.02亿,1.10,建筑,0.01%,-,-
535,中国海外发展,00688,主板,20.29,-,-,-,中国海外发展有限公司,-,109.56亿,HK,2563.75亿,6.7476,1.15,109.56亿,1.51,中国房地产,0.42%,-,-
536,长盈集团(控股),00689,主板,0.10,"本公司为一间投资控股,其附属公司之主要业务为有色金属采购及买卖业务及石油勘探及生产。",-,-,长盈集团(控股)有限公司,-,43.67亿,HK,24.46亿,-,5.74,43.67亿,39.16,石油/燃气勘探,0.98%,-,-
537,联康生物科技集团,00690,主板,0.09,-,-,-,联康生物科技集团有限公司,-,51.37亿,HK,7.14亿,-,1.60,51.37亿,4.66,生物科技,0.01%,-,-
538,山水水泥,00691,主板,1.03,-,-,-,中国山水水泥集团有限公司,-,33.79亿,HK,212.55亿,-,6.14,33.79亿,1.66,建筑材料,-,-,-
539,陈唱国际,00693,主板,5.73,-,-,-,陈唱国际有限公司,-,20.13亿,HK,48.72亿,25.6046,0.42,20.13亿,0.29,汽车零售,0.01%,-,-
540,北京首都机场股份,00694,主板,5.00,-,-,-,北京首都国际机场股份有限公司,-,18.79亿,HK,480.73亿,24.8268,2.22,43.31亿,5.05,航空支援及其他服务,0.11%,-,-
541,东吴水泥,00695,主板,0.76,-,-,-,东吴水泥国际有限公司,-,5.52亿,HK,7.45亿,264.146,1.79,5.52亿,2.52,-,0.06%,-,-
542,中国民航信息网络,00696,主板,5.27,-,-,-,中国民航信息网络股份有限公司,-,9.33亿,HK,634.99亿,23.6507,4.12,29.26亿,8.31,航空支援及其他服务,0.47%,-,-
543,首程控股,00697,主板,0.53,-,-,-,首程控股有限公司,-,89.58亿,HK,21.68亿,-,0.46,89.58亿,0.29,金属采矿及相关贸易,0.04%,-,-
544,通达集团,00698,主板,0.76,-,-,-,通达集团控股有限公司,-,61.11亿,HK,140.56亿,14.5481,3.01,61.11亿,1.75,-,1.87%,-,-
545,均胜电子,00699,主板,4.06,-,-,-,宁波均胜电子股份有限公司,-,23.00亿,HK,166.97亿,10.2026,1.79,23.00亿,2.21,中国汽车与汽车零部件,0.64%,-,-
546,腾讯控股,00700,主板,23.20,-,-,-,腾讯控股有限公司,-,94.77亿,HK,26157.85亿,56.9227,11.90,94.77亿,11.17,电子商贸及互联网服务,0.17%,-,-
547,CNT GROUP,00701,主板,0.78,-,-,-,北海集团有限公司,-,19.04亿,HK,14.85亿,16.7207,1.00,19.04亿,1.25,综合化工产品,0.10%,-,-
548,中国油气控股,00702,主板,0.18,-,-,-,中国油气控股有限公司,-,169.90亿,HK,31.94亿,-,1.04,169.90亿,7.73,石油/燃气勘探,0.04%,-,-
549,FUTURE BRIGHT,00703,主板,1.54,-,-,-,佳景集团有限公司,-,6.94亿,HK,4.72亿,-,0.44,6.94亿,0.55,-,0.22%,-,-
550,和嘉控股,00704,主板,0.09,-,-,-,和嘉控股有限公司,-,25.97亿,HK,5.14亿,9.2832,2.10,25.97亿,0.55,煤炭开采及相关贸易,0.22%,-,-
551,亚洲电视控股,00707,主板,0.20,-,-,-,亚洲电视控股有限公司,-,47.83亿,HK,9.14亿,28.316,0.98,47.83亿,3.19,-,0.34%,-,-
552,恒大汽车,00708,主板,0.07,-,-,-,中国恒大新能源汽车集团有限公司,-,86.40亿,HK,152.93亿,268.8727,24.72,86.40亿,23.33,-,0.35%,-,-
553,佐丹奴国际,00709,主板,1.77,-,-,-,佐丹奴国际有限公司,-,15.72亿,HK,65.23亿,15.1757,2.34,15.72亿,1.26,-,0.04%,-,-
554,京东方精电,00710,主板,3.72,-,-,-,京东方精电有限公司,-,7.35亿,HK,33.37亿,66.0521,1.22,7.35亿,1.47,工业用品,0.12%,-,-
555,亚洲联合基建控股,00711,主板,-,-,-,-,亚洲联合基建控股有限公司,-,-,HK,-,-,-,-,-,建筑,-,-,-
556,卡姆丹克太阳能,00712,主板,0.15,-,-,-,卡姆丹克太阳能系统集团有限公司,-,15.47亿,HK,4.72亿,-,2.01,15.47亿,0.54,环保产品及服务,0.10%,-,-
557,世界(集团),00713,主板,0.97,"本公司乃一间投资控股公司。各主要附属公司从事之业务为PVC及棉布制家用产品与PVC管材及管件之设计、制造及销售,以及物业投资。",-,-,世界(集团)有限公司,-,7.57亿,HK,5.22亿,-,0.71,7.57亿,0.59,个人及家居用品,0.04%,-,-
558,胜狮货柜,00716,主板,1.71,-,-,-,胜狮货柜企业有限公司,-,24.17亿,HK,27.07亿,-,0.65,24.17亿,0.38,-,0.13%,-,-
559,英皇资本,00717,主板,0.73,-,-,-,英皇资本集团有限公司,-,67.41亿,HK,44.49亿,8.4642,0.91,67.41亿,3.54,证券及经纪业,0.45%,-,-
560,太和控股,00718,主板,0.87,-,-,-,太和控股有限公司,-,52.50亿,HK,69.83亿,125.0065,1.52,52.50亿,0.54,-,0.03%,-,-
561,山东新华制药股份,00719,主板,4.90,-,-,-,山东新华制药股份有限公司,-,1.50亿,HK,28.86亿,20.9683,1.29,4.57亿,0.49,制药,0.10%,-,-
562,意达利控股,00720,主板,0.08,-,-,-,意达利控股有限公司,-,52.20亿,HK,5.06亿,-,1.27,52.20亿,0.64,汽车零售,0.14%,-,-
563,中国金融国际,00721,主板,0.15,-,-,-,中国金融国际投资有限公司,-,109.72亿,HK,32.37亿,-,1.95,109.72亿,107.14,投资控股及资产管理,0.02%,-,-
564,联合医务,00722,主板,0.54,-,-,-,联合医务集团有限公司,-,7.37亿,HK,23.08亿,352.3966,5.81,7.37亿,4.63,-,0.06%,-,-
565,信保环球控股,00723,主板,0.01,-,-,-,信保环球控股有限公司,-,89.10亿,HK,5.88亿,-,4.52,89.10亿,70.00,林业,0.38%,-,-
566,瑞鑫国际集团,00724,主板,0.00,-,-,-,瑞鑫国际集团有限公司,-,138.89亿,HK,4.58亿,-,30.00,138.89亿,0.96,-,0.02%,-,-
567,恒都集团,00725,主板,2.54,-,-,-,恒都集团有限公司,-,1.99亿,HK,3.08亿,21.2265,0.61,1.99亿,0.85,电器部件及设备,-,-,-
568,筑友智造科技,00726,主板,0.13,-,-,-,筑友智造科技集团有限公司,-,102.10亿,HK,23.28亿,-,1.70,102.10亿,20.09,中国房地产,0.01%,-,-
569,皇冠环球集团,00727,主板,0.41,-,-,-,皇冠环球集团有限公司,-,28.60亿,HK,39.47亿,23.0771,3.36,28.60亿,817.65,-,-,-,-
570,中国电信,00728,主板,4.36,-,-,-,中国电信股份有限公司,-,138.77亿,HK,3172.55亿,15.6202,0.90,809.32亿,0.80,-,0.37%,-,-
571,首惠产业金融,00730,主板,0.45,-,-,-,首惠产业金融服务集团有限公司,-,26.72亿,HK,6.63亿,-,0.55,26.72亿,5.36,消费信贷及贷款融资,0.04%,-,-
572,建发新胜,00731,主板,1.44,-,-,-,建发新胜浆纸有限公司,-,11.41亿,HK,4.62亿,10.7862,0.28,11.41亿,0.09,造纸、印刷及包装,0.01%,-,-
573,信利国际,00732,主板,2.31,-,-,-,信利国际有限公司,-,29.07亿,HK,74.71亿,12.8901,1.11,29.07亿,0.34,工业用品,0.36%,-,-
574,合富辉煌,00733,主板,3.57,-,-,-,合富辉煌集团控股有限公司,-,6.68亿,HK,16.63亿,5.5039,0.70,6.68亿,0.42,物业管理及代理,0.10%,-,-
575,中国置业投资,00736,主板,0.27,-,-,-,中国置业投资控股有限公司,-,48.58亿,HK,5.63亿,-,0.42,48.58亿,7.16,-,0.31%,-,-
576,湾区发展,00737,主板,1.97,-,-,-,深圳投控湾区发展有限公司,-,30.82亿,HK,134.36亿,21.9226,2.21,30.82亿,5.21,公路基建,0.05%,-,-
577,莱尔斯丹,00738,主板,2.10,-,-,-,莱尔斯丹控股有限公司,-,7.06亿,HK,12.35亿,8.2782,0.83,7.06亿,0.77,鞋类,0.01%,-,-
578,亚洲水泥(中国),00743,主板,6.67,本集团之主要业务为生产及销售水泥、混凝土及相关产品。,-,-,亚洲水泥(中国)控股公司,-,15.67亿,HK,35.41亿,23.7441,0.34,15.67亿,0.58,建筑材料,0.05%,-,-
579,中国国家文化产业,00745,主板,0.09,-,-,-,中国国家文化产业集团有限公司,-,98.14亿,HK,3.04亿,2.4685,0.34,98.14亿,4.37,广告,0.07%,-,-
580,理文化工,00746,主板,2.84,-,-,-,理文化工有限公司,-,8.25亿,HK,27.97亿,12.8599,1.19,8.25亿,1.46,综合化工产品,0.01%,-,-
581,沈阳公用发展股份,00747,主板,0.79,-,-,-,沈阳公用发展股份有限公司,-,6.05亿,HK,6.83亿,254.8964,0.59,14.69亿,4.76,中国房地产,0.07%,-,-
582,水发兴业能源,00750,主板,5.55,-,-,-,中国水发兴业能源集团有限公司,-,8.34亿,HK,28.28亿,5.0149,0.61,8.34亿,0.45,-,0.11%,-,-
583,创维集团,00751,主板,5.06,-,-,-,创维集团有限公司,-,30.43亿,HK,129.92亿,5.9169,0.84,30.43亿,0.30,电子消费品,0.10%,-,-
584,PICO FAR EAST,00752,主板,1.45,-,-,-,笔克远东集团有限公司,-,12.29亿,HK,41.18亿,13.3766,2.31,12.29亿,0.95,-,0.07%,-,-
585,中国国航,00753,主板,5.32,-,-,-,中国国际航空股份有限公司,-,45.63亿,HK,1038.52亿,13.5637,1.34,145.25亿,0.72,航空服务,0.10%,-,-
586,合生创展集团,00754,主板,24.45,-,-,-,合生创展集团有限公司,-,22.26亿,HK,161.80亿,4.079,0.30,22.26亿,0.96,中国房地产,0.01%,-,-
587,大方广瑞德,00755,主板,0.22,-,-,-,大方广瑞德集团有限公司,-,148.79亿,HK,17.71亿,-,0.55,148.79亿,0.90,-,0.01%,-,-
588,森美控股,00756,主板,1.40,-,-,-,森美(集团)控股有限公司,-,13.48亿,HK,15.77亿,21.2938,0.83,13.48亿,2.34,饮品 (非酒精类),0.32%,-,-
589,阳光能源,00757,主板,0.28,-,-,-,阳光能源控股有限公司,-,32.12亿,HK,4.72亿,-,0.52,32.12亿,0.14,环保产品及服务,0.01%,-,-
590,CEC INT'L HOLD,00759,主板,0.69,-,-,-,CEC国际控股有限公司,-,6.66亿,HK,4.73亿,-,1.03,6.66亿,0.21,电器部件及设备,0.07%,-,-
591,新天地产集团,00760,主板,0.20,-,-,-,新天地产集团有限公司,-,102.93亿,HK,12.56亿,-,0.62,102.93亿,2.13,综合地产,0.08%,-,-
592,中国联通,00762,主板,10.62,-,-,-,中国联合网络通信(香港)股份有限公司,-,239.47亿,HK,2686.86亿,367.1628,1.06,239.47亿,0.83,电讯服务,0.48%,-,-
593,中兴通讯,00763,主板,9.55,-,-,-,中兴通讯股份有限公司,-,7.56亿,HK,662.52亿,-,1.66,41.83亿,0.53,电讯及网络器材,0.64%,-,-
594,永恒策略,00764,主板,0.87,-,-,-,永恒策略投资有限公司,-,38.59亿,HK,7.83亿,-,0.23,38.59亿,3.99,赌场与赌博,0.30%,-,-
595,PERFECTECH INTL,00765,主板,0.63,-,-,-,威发国际集团有限公司,-,3.27亿,HK,7.68亿,33.5746,3.72,3.27亿,3.17,玩具,0.11%,-,-
596,中基长寿科学,00767,主板,1.05,-,-,-,中基长寿科学集团有限公司,-,38.70亿,HK,16.45亿,5.1696,0.40,38.70亿,2.96,消费信贷及贷款融资,0.01%,-,-
597,开明投资,00768,主板,0.15,-,-,-,开明投资有限公司,-,10.60亿,HK,1.41亿,-,0.91,10.60亿,0.43,投资控股及资产管理,-,-,-
598,中国稀土,00769,主板,1.13,-,-,-,中国稀土控股有限公司,-,23.42亿,HK,12.18亿,-,0.46,23.42亿,1.74,-,0.04%,-,-
599,SHANGHAI GROWTH,00770,主板,5.94,-,-,-,沪光国际上海发展投资有限公司,-,1068.60万,HK,1111.34万,-,0.18,1068.60万,67.05,投资控股及资产管理,-,-,-
600,自动系统,00771,主板,1.58,-,-,-,自动系统集团有限公司,-,5.79亿,HK,5.32亿,18.6924,0.58,5.79亿,0.21,软件及资讯科技顾问,0.07%,-,-
601,阅文集团,00772,主板,-,-,-,-,阅文集团,-,-,HK,-,-,-,-,-,-,-,-,-
602,长江生命科技,00775,主板,0.45,-,-,-,长江生命科技集团有限公司,-,96.11亿,HK,60.55亿,24.4119,1.40,96.11亿,1.24,医疗保健设备及用品,-,-,-
603,帝国科技集团,00776,主板,0.46,-,-,-,帝国科技集团有限公司,-,2.87亿,HK,12.92亿,-,9.74,2.87亿,7.79,家居耐用消费品,0.34%,-,-
604,网龙,00777,主板,8.79,-,-,-,网龙网络控股有限公司,-,4.97亿,HK,102.12亿,-,2.34,4.97亿,3.15,软件及资讯科技顾问,0.05%,-,-
605,同程旅行,00780,主板,-,-,-,-,同程旅行控股有限公司,-,-,HK,-,-,-,-,-,-,-,-,-
606,凌锐控股,00784,主板,-,-,-,-,凌锐控股有限公司,-,-,HK,-,-,-,-,-,-,-,-,-
607,中国铁塔,00788,主板,-,-,-,-,中国铁塔股份有限公司,-,-,HK,-,-,-,-,-,-,-,-,-
608,雅天妮集团,00789,主板,0.02,-,-,-,雅天妮集团有限公司,-,55.20亿,HK,7.40亿,-,7.36,55.20亿,5.84,纺织及成衣,0.24%,-,-
609,锦胜集团(控股),00794,主板,1.45,本集团主要从事生产及销售瓦楞纸板、瓦楞纸制包装产品及柯式印刷瓦楞产品。,-,-,锦胜集团(控股)有限公司,-,3.62亿,HK,2.46亿,-,0.47,3.62亿,0.31,造纸、印刷及包装,-,-,-
610,第七大道,00797,主板,-,-,-,-,第七大道控股有限公司,-,-,HK,-,-,-,-,-,-,-,-,-
611,中电光谷,00798,主板,0.80,-,-,-,中电光谷联合控股有限公司,-,80.00亿,HK,57.60亿,12.2748,0.91,80.00亿,1.94,-,0.01%,-,-
612,IGG,00799,主板,1.13,-,-,-,IGG Inc,-,13.53亿,HK,146.97亿,26.242,9.64,13.53亿,5.87,-,1.07%,-,-
613,文远知行-W,00800,主板,0.58,-,-,-,文远知行,-,27.67亿,HK,14.39亿,51.316,0.89,27.67亿,7.03,影视娱乐,0.12%,-,-
614,鼎石资本,00804,主板,-,-,-,-,鼎石资本有限公司,-,-,HK,-,-,-,-,-,-,-,-,-
615,新吉奥房车,00805,主板,25.96,-,-,-,新吉奥房车有限公司,-,132.63亿,HK,3939.23亿,36.3393,1.14,132.63亿,0.29,金属采矿及相关贸易,-,-,-
616,惠理集团,00806,主板,2.00,-,-,-,惠理集团有限公司,-,18.52亿,HK,138.69亿,98.2756,3.75,18.52亿,9.14,投资控股及资产管理,0.59%,-,-
617,上海实业环境,00807,主板,-,-,-,-,上海实业环境控股有限公司,-,-,HK,-,-,-,-,-,-,-,-,-
618,大成生化科技,00809,主板,-0.28,-,-,-,大成生化科技集团有限公司,-,63.99亿,HK,9.92亿,-,2.11,63.99亿,0.25,综合饮食制造,0.01%,-,-
619,中国铸晨81,00810,主板,0.42,-,-,-,中国铸晨81金融有限公司,-,5.46亿,HK,1.33亿,-,0.59,5.46亿,27.27,投资控股及资产管理,0.09%,-,-
