,co_name,symbol,market,asset,co_site,amplitude,pe_s_d,co_intro,sc,prospectus,co_tel,exchange,co_addr,mv,equity,industry,turnover,oo,pb_MRQ
1576,大全新能源,DQ,US,22.99,http://www.dqsolar.com,4.86%,-0.51/-,"大全新能源（DQ）是重庆的一家多晶硅材料生产商，公司成立于2006年，是大全集团下属的全资子公司。主要从事电子级、太阳能级高纯多晶硅研发、生产、制造与销售。重庆大全已实现年销售额150亿元，目前1500吨/年多晶硅生产线已投产运营。公司占地1000亩，现有员工500余人，员工最终达2000人。2010年10月7日在纽交所IPO，发行价9.5美元,发行800万股ADS，募集资金7600万美元。1ADS=25普通股（2012年12月21日，大全执行5合1并股）.",-0.3,S1/F1,86-23-64866677,NYSE,中国重庆市万州区龙都大道666号,15.56亿,-1.71亿,半导体产品与设备,0.88%,8.92%,0.353
1577,Direct Digital,DRCT,US,0.609,-,10.26%,-75.79/-,-,-8.14,-,-,-,-,180.98万,-1894.60万,互动媒体与服务,7.17%,3.98%,-
1578,DRDGOLD,DRD,US,29.13,-,2.45%,0.14/13.07,-,1.08,-,-,NYSE,-,25.27亿,1.16亿,金属与采矿,0.19%,11.38%,3.89
1579,Roman DBDR,DRDB,US,10.514,-,0.19%,0.25/41.67,-,-0.06,-,-,-,-,3.22亿,773.74万,资本市场,0.07%,98.14%,-
1580,DiamondRock,DRH,US,10.22,-,2.07%,0.44/22.83,-,0.79,-,-,NYSE,-,20.92亿,9161.60万,酒店和度假村房地产投资信托,0.85%,109.39%,1.44
1581,达登饭店,DRI,US,201.06,-,1.68%,6.91/20.83,-,-0.63,-,-,NYSE,-,230.28亿,8.02亿,酒店餐饮与休闲,0.80%,97.99%,10.95
1582,DarioHealth,DRIO,US,7.41,-,4.31%,-10.12/-,-,2.92,-,-,NASDAQ,-,5409.60万,-6173.50万,医疗保健设备,0.30%,11.67%,0.796
1583,Dermata Therapeutics,DRMA,US,1.24,-,7.11%,-8.16/-,-,-1.98,-,-,-,-,498.75万,-755.86万,制药,3.09%,0.67%,0.802
1584,Leonardo DRS,DRS,US,39.98,-,5.13%,1.05/38.25,-,-3.45,-,-,-,-,106.33亿,2.78亿,航空航天与国防,1.46%,25.93%,3.9
1585,Alpha Tau Medical,DRTS,US,8.09,-,8.77%,-0.53/-,-,1.38,-,-,-,-,7.12亿,-4262.70万,生命科学工具,0.41%,2.59%,9.24
1586,Bright Minds,DRUG,US,89.16,-,5.77%,-1.28/-,-,0.54,-,-,-,-,8.73亿,-878.10万,生物科技,1.59%,65.87%,14.81
1587,Driven Brands,DRVN,US,12.66,-,4.32%,0.69/-,-,2.18,-,-,-,-,20.82亿,1.14亿,汽车零配件,1.92%,45.64%,2.62
1588,Daedalus Special,DSAC,US,-,-,-,0.1/912.8,-,-,-,-,-,-,3.38亿,37.05万,资本市场,-,-,1.39
1589,Design Therapeutics,DSGN,US,12.53,-,9.12%,-1.22/-,-,-1.96,-,-,-,-,7.82亿,-6979.20万,生物科技,1.14%,61.47%,3.68
1590,Distribution,DSGR,US,27.37,-,2.12%,0.18/151.5,-,0.07,-,-,-,-,12.64亿,834.50万,贸易与经销,1.13%,93.97%,1.95
1591,笛卡尔物流系统集团,DSGX,US,72,-,3.31%,1.91/37.82,"Descartes (TSX: DSG) (NASDAQ: DSGX), is making the world a better place by enabling global organizations with logistics-intensive businesses to save money by improving the productivity and performance of their operations.",-0.41,-,-,NASDAQ,-,61.94亿,1.64亿,软件,0.51%,79.15%,3.83
1592,Doubleline Income So,DSL,US,10.96,-,0.96%,0.95/11.52,-,-0.09,-,-,NYSE,-,12.56亿,1.09亿,资本市场,0.39%,24.21%,0.881
1593,Bny Mellon Strategic,DSM,US,6.01,-,0.99%,-0.11/-,-,-0.5,-,-,NYSE,-,3.02亿,-551.65万,资本市场,0.16%,49.67%,0.933
1594,Viant Technology,DSP,US,10.56,-,8.75%,0.51/80.71,-,3.83,-,-,-,-,6.74亿,835.20万,软件,2.03%,57.62%,8.21
1595,DSS,DSS,US,0.56,-,16.39%,-2.66/-,-,-8.2,-,-,AMEX,-,562.38万,-2392.90万,商业服务与用品,7.21%,1.59%,-
1596,Blackrock Debt Strat,DSU,US,9.89,-,0.81%,0.62/16.08,-,0.61,-,-,NYSE,-,6.22亿,3870.54万,资本市场,0.65%,25.97%,0.987
1597,德斯维尔工业,DSWL,US,3.33,-,1.51%,0.47/4.25,"Deswell was founded in 1987 as Jetcrown Industrial, Ltd, an independent manufacturer of injection-molded plastic parts and components. Since then Deswell has expanded its business to become an independent contract manufacturer of electronic products, components and subassemblies, a supplier of metallic molds for the company's plastics and electronics operations, and a manufacturer of metal parts for original equipment manufacturers (""OEMs"") and contract manufacturers, as well as for Deswell itself.",0.6,-,-,NASDAQ,-,5306.43万,751.90万,机械制造,0.14%,4.99%,0.491
1598,黛安娜船舶,DSX,US,2.44,-,2.90%,0.11/25,"Diana Shipping Inc. is a global provider of shipping transportation services, and specializes in transporting dry bulk cargoes, including such commodities as iron ore, coal, grain and other materials. The Company is incorporated in the Marshall Islands; our principal executive offices are in Athens, Greece. 

Diana Shipping completed an initial public offering of common stock on March 23, 2005, and our shares are traded on the New York Stock Exchange under the symbol ""DSX"". For additional information see ""Corporate Profile"".",-0.41,-,-,NYSE,-,3.01亿,1205.80万,海运,0.43%,10.08%,0.6
1599,大树云,DSY,US,2.22,-,9.02%,-0.45/-,-,0.59,-,-,-,-,1054.92万,-198.97万,食品与日用品零售,0.50%,5.96%,2.98
1600,Dynatrace,DT,US,35.29,-,3.86%,0.48/57.03,-,2.92,-,-,-,-,105.25亿,1.45亿,软件,1.66%,98.50%,3.83
1601,Datacentrex,DTCX,US,2.28,-,11.54%,-0.46/-,-,9.62,-,-,-,-,8255.52万,-850.29万,软件,4.37%,3.29%,1.25
1602,DTE能源,DTE,US,146.88,-,1.20%,7.04/20.9,-,-0.35,-,-,NYSE,-,305.55亿,14.62亿,复合型公用事业,0.62%,78.15%,2.48
1603,Dtf Tax-Free Income,DTF,US,11.44,-,0.61%,0.33/34.35,-,0.26,-,-,NYSE,-,8041.82万,234.10万,资本市场,0.20%,42.12%,0.943
1604,Drilling Tools,DTI,US,3.32,-,10.70%,-0.11/-,-,6.07,-,-,-,-,1.17亿,-376.10万,能源设备与服务,3.06%,12.72%,0.951
1605,Precision,DTIL,US,7.04,-,4.65%,-3.56/-,-,-3.69,-,-,-,-,1.82亿,-4572.40万,生物科技,0.91%,58.06%,1.97
1606,DT Midstream,DTM,US,134.65,-,1.92%,4.34/31.15,-,0.76,-,-,-,-,137.36亿,4.41亿,石油与天然气,0.73%,85.92%,2.9
1607,DT Cloud Star,DTSQ,US,11.16,-,0.00%,0.26/19.12,-,-0.53,-,-,-,-,4077.20万,213.27万,资本市场,0.00%,23.18%,-
1608,数海智能,DTSS,US,1.03,-,8.21%,-0.09/-,-,-2.83,-,-,-,-,1076.06万,-73.98万,软件,0.95%,1.04%,3.09
1609,Data Storage,DTST,US,3.925,-,5.25%,2.64/0.443,-,-1.38,-,-,-,-,850.60万,1920.47万,专业服务,1.16%,69.91%,0.208
1610,杜克能源,DUK,US,127.27,-,1.15%,6.31/20.16,-,-0.6,-,-,-,-,990.44亿,49.12亿,电力,0.31%,69.13%,1.95
1611,房多多,DUO,US,1.415,-,4.96%,-1.77/-,-,0.35,-,-,-,-,5454.60万,-532.12万,互动媒体与服务,0.16%,0.01%,1.03
1612,多邻国,DUOL,US,103.45,-,5.38%,9.05/11.69,-,3.15,-,-,-,-,48.40亿,4.14亿,综合消费者服务,4.10%,91.82%,3.59
1613,Duos Technologies,DUOT,US,8.51,-,4.81%,-0.64/-,-,-0.12,-,-,-,-,2.49亿,-983.50万,软件,1.29%,25.80%,5.14
1614,DoubleVerify,DV,US,10.89,-,5.66%,0.31/33.81,"DeVry教育提供学历及职业教育服务，旗下有Becker职业教育、Carrington学院、德锐大学、卡林顿学院、Chamberlain护理学院、罗斯大学医学和收益学院。德瑞大学建立于1931年，是美国目前最大的私立大学，为学生提供包括科技、医疗、商业、管理四大类专业的学士和硕士学位课程。Becker注册会计师培训学院是""美国注册会计师的摇篮""，超过70%美国注册会计师是该学院培养的。",4.41,-,-,NYSE,-,17.12亿,5065.00万,软件,1.58%,108.69%,1.51
1615,达维塔保健,DVA,US,151.85,-,2.88%,10.06/13.41,"DaVita Inc., a FORTUNE 500® company, is a leading provider of kidney care in the United States, delivering dialysis services and education to patients with chronic kidney failure and end stage renal disease.",-2.05,-,-,NYSE,-,100.14亿,7.47亿,医疗保健服务,1.04%,99.25%,-
1616,Datavault AI,DVLT,US,0.73,-,5.28%,-0.52/-,-,-1.22,-,-,-,-,5.10亿,-7899.40万,半导体产品与设备,6.73%,6.00%,2.14
1617,戴文能源,DVN,US,47.94,-,1.44%,4.18/11.28,戴文能源(DVN)是世界最大的独立石油及燃气勘探和开采公司，总部位于美国，位列2007年《财富》杂志美国500强239位。戴文能源的主要业务在美国和加拿大市场，在中国、巴西和阿塞拜疆等国际市场也有石油及天然气的勘探和开采业务。,-0.44,-,-,NYSE,-,297.92亿,26.42亿,石油与天然气,1.88%,80.79%,1.92
1618,道森地探,DWSN,US,3.24,-,14.24%,-0.06/-,Dawson Geophysical Company is the leading provider of onshore seismic data acquisition services in the United States.,9.83,-,-,NASDAQ,-,1.01亿,-194.10万,能源设备与服务,0.32%,6.46%,6.37
1619,Dogwood,DWTX,US,1.38,-,10.21%,-7.13/-,-,-1.43,-,-,-,-,4609.41万,-3551.40万,生物科技,1.97%,0.21%,0.616
1620,德尼克斯投资,DX,US,13.76,-,1.80%,2.49/12.35,"Dynex Capital, Inc. is a real estate investment trust, or REIT, which invests in mortgage loans and securities on a leveraged basis.  The Company invests in both Agency and non-Agency securitized mortgage products. The Company also has investments in securitized single-family residential and commercial mortgage loans originated by the Company from 1992 to 1998.  The Company finances it investments through a combination of repurchase agreements, securitization financing, and equity capital. 

Dynex, headquartered in Glen Allen, Virginia, was incorporated in 1987 and is publicly traded on the New York Stock Exchange under ticker symbol DX.",1.18,-,-,NYSE,-,28.50亿,-8302.00万,权益型REITs,4.30%,33.66%,1.05
1621,DXC Technology,DXC,US,11.88,-,3.53%,0.9/4.77,-,-0.25,-,-,NYSE,-,20.17亿,1.59亿,信息技术服务,1.60%,94.55%,0.641
1622,德康医疗,DXCM,US,61.57,http://www.dexcom.com,4.08%,2.14/28.41,德康医疗是一家医疗设备公司，致力于设计、开发和商业化动态血糖监测系统，供糖尿病人日间使用和医院的保健服务提供者在糖尿病和非糖尿病患者治疗中使用。公司的产品收入的大部分来自于销售公司的G4白金动态血糖监测系统，该公司在2012年第四季度开始商业化。,-1.8,-,1-858-2000200,NASDAQ,-,237.58亿,8.36亿,医疗保健设备,0.95%,95.41%,8.65
1623,益生科技,DXF,US,0.51,-,8.08%,0.0000/-,-,-1.92,-,-,-,-,148.40万,-68.79万,消费信贷,6.66%,0.00%,0.216
1624,Destination XL Group,DXLG,US,0.693,-,12.80%,-0.66/-,-,-3.62,-,-,NASDAQ,-,3798.37万,-3590.80万,专营零售,0.16%,65.06%,0.351
1625,DXP Enterprises,DXPE,US,169.51,-,5.22%,5.65/29.7,"Founded in 1908 and headquartered in Houston, Texas, DXP is a leading products and services distributor.",0.92,-,-,NASDAQ,-,26.31亿,8858.70万,贸易与经销,1.57%,73.89%,5.28
1626,Daxor,DXR,US,10.25,-,8.55%,1.82/6.51,-,4.91,-,-,AMEX,-,5972.91万,916.98万,医疗保健设备,0.19%,1.61%,1.3
1627,鼎信控股,DXST,US,2.41,-,4.13%,-0.02/-,-,-0.41,-,-,-,-,437.44万,-32.22万,商业服务与用品,96.90%,0.95%,0.566
1628,Destiny Tech100,DXYZ,US,29.44,-,1.36%,3.07/9.6,-,-0.2,-,-,-,-,4.25亿,4423.20万,资本市场,7.73%,9.09%,0.97
1629,戴康工业,DY,US,410.72,-,2.52%,9.68/43.85,"Dycom Industries, Inc. is a leading provider of specialty contracting services to the dynamic telecommunications and infrastructure industry.",-0.88,-,-,NYSE,-,123.29亿,2.81亿,建筑与工程,0.86%,92.91%,6.63
1630,Dyadic国际,DYAI,US,0.86,-,11.43%,-0.23/-,-,-0.69,-,-,-,-,3133.73万,-736.46万,生物科技,0.08%,15.31%,25.29
1631,Dyne,DYN,US,18.26,http://www.dynegy.com,7.20%,-3.47/-,戴纳基(Dynegy Inc NYSE:DYN)是美国第三大电力供应商。,-3.39,-,1-713-5076400,NYSE,-,30.17亿,-4.46亿,生物科技,0.97%,108.30%,3.1
1632,Insight Digital II,DYOR,US,9.99,-,0.00%,0.08/257.2,-,0.1,-,-,-,-,2.30亿,89.34万,资本市场,0.00%,78.60%,1.37
1633,埃尼石油,E,US,54.11,-,2.07%,0.92/26.14,埃尼集团是意大利政府为保证国内石油和天然气供应于1953年2月10日成立的国家控股公司，是意大利第二大国家控投集团公司，世界第七大石油集团公司。其前身是1926年成立的阿吉普公司，即意大利石油总公司。1992年埃尼由国营企业改制为股份制公司。经营范围：以油气勘探开发、炼油、石油化工为主，兼营机械、冶金、工程建设、金融等多种业务。主要投资项目包括：北海、埃及、刚果和亚得利亚海上油田的开发；意大利国内和国外有发展潜能地区的勘探；延长TransMed大然气管道及传输网等。,-0.99,-,-,NYSE,-,800.20亿,30.61亿,石油与天然气,0.04%,1.35%,1.42
1634,艺电,EA,US,202.67,http://www.ea.com,0.26%,1.7/74.59,美国艺电创建于1982年，总部位于美国加利福尼亚州红木城，是全球著名的互动娱乐软件公司，主要经营各种电子游戏的开发、出版以及销售业务。,0.08,-,1-650-6281500,NASDAQ,-,507.19亿,4.26亿,娱乐,0.50%,91.89%,8.24
1635,Allspring Income Opp,EAD,US,6.59,-,0.61%,0.53/10.19,-,0.15,-,-,AMEX,-,3.89亿,3152.72万,资本市场,0.32%,27.58%,0.893
1636,GrafTech,EAF,US,9.42,-,5.20%,-8.45/-,-,-1.15,-,-,-,-,2.45亿,-2.20亿,电子设备与仪器,1.19%,39.07%,-
1637,Ellington Credit,EARN,US,4.66,-,2.40%,0.39/-,-,1.53,-,-,NYSE,-,1.75亿,1448.50万,抵押型REITs,1.16%,10.17%,0.778
1638,布林克国际,EAT,US,138.67,-,3.59%,5.14/13.3,"Brinker International, Inc. is one of the world’s leading casual dining restaurant companies. With more than 1,500 restaurants and over 100,000 team members in 31 countries and two territories, Brinker and its brands welcome more than one million guests into our restaurants every day.",-3.6,-,-,NYSE,-,60.39亿,2.28亿,酒店餐饮与休闲,3.49%,112.92%,15.92
1639,eBay,EBAY,US,97.94,http://www.ebay.com,5.43%,4.43/21.6,eBay（EBAY）创建于1995年，是全世界最大的网上交易社群，是一个管理可让全球民众上网买/卖物品的线上拍卖/购物网站。,-5.28,-,1-408-3767400,NASDAQ,-,438.77亿,20.31亿,多元化零售,1.86%,91.47%,9.51
1640,Eastern Bankshares,EBC,US,19.9,-,5.20%,0.43/12.46,-,-2.97,-,-,-,-,46.23亿,6520.00万,商业银行,3.38%,75.41%,1.08
1641,恩尼斯,EBF,US,20.33,-,3.16%,1.31/12.01,"Ennis is a leading wholesale manufacturer of a complete line of printed business products in the United States. Founded in 1909 in Ennis, Texas, the Company employs over 6,000 people in 44 facilities throughout the United States. The Company has one of the largest wholesale offerings of products and capabilities in the printed business product industry for national distribution. Ennis offers an extensive line of stock and custom business forms, checks, commercial printing, promotional products, envelopes, tags, labels, presentation products, and multi-media packaging. In addition, Ennis maintains highly proficient regional Customer Sales Centers to support distributors in their business efforts.",-1.26,-,-,NYSE,-,5.14亿,3377.90万,商业服务与用品,0.72%,86.19%,1.69
1642,Eagle,EBMT,US,21.88,-,4.49%,1.9/11.75,-,-0.32,-,-,NASDAQ,-,1.74亿,1483.50万,商业银行,0.37%,50.51%,0.909
1643,亿邦国际,EBON,US,2.48,-,4.84%,-0.72/-,-,-3.88,-,-,-,-,1557.59万,-451.49万,电脑与外围设备,0.12%,2.06%,0.061
1644,Emergent,EBS,US,8.03,-,1.48%,0.98/7.88,"Emergent BioSolutions protects and enhances life by developing and manufacturing vaccines and therapeutics that are supplied to healthcare providers and purchasers for use in preventing and treating disease. Emergent’s marketed and investigational products target infectious diseases, oncology and autoimmune disorders",-0.74,-,-,NYSE,-,4.15亿,5260.00万,生物科技,0.80%,83.70%,0.794
1645,哥伦比亚国家石油,EC,US,13.8,-,3.64%,0.06/11.81,"哥伦比亚国家石油公司(Empresa Colombiana de Petroleos,Ecopetro)成立于1951年，是一家完全由国家控股的综合石油公司，下设勘探开发、运输、炼油和市场销售、国内贸易和天然气等15个部门。通过直接作业和同私有公司联合管理的方式管理国家的油气资源。主要业务范围包括石油、天然气勘探开发、管线建设和石油炼制等。",-4.37,-,-,NYSE,-,283.71亿,24.03亿,石油与天然气,0.12%,1.13%,1.27
1646,BlackRock ESG,ECAT,US,14.66,-,1.60%,2.15/6.83,-,1.88,-,-,-,-,14.58亿,2.13亿,资本市场,0.52%,40.57%,0.906
1647,ECB Bancorp,ECBK,US,18.27,-,1.37%,0.96/16.7,-,0.11,-,-,-,-,1.60亿,312.20万,房地产管理和开发Ⅲ,0.06%,29.73%,0.911
1648,Eagle Point Credit,ECC,US,4.02,-,0.99%,-1.02/-,-,-0.5,-,-,NYSE,-,5.31亿,-1.34亿,资本市场,0.37%,14.47%,0.708
1649,Ellsworth Growth,ECF,US,12.42,-,1.29%,3.44/3.62,-,0.4,-,-,AMEX,-,1.70亿,4684.97万,资本市场,0.16%,46.27%,0.954
1650,Everus Construction,ECG,US,136.06,-,4.40%,3.95/34.42,-,-0.2,-,-,-,-,69.45亿,2.02亿,房地产管理和开发Ⅲ,0.76%,85.01%,11.03
1651,艺康,ECL,US,269.49,-,2.03%,7.33/36.67,艺康是(ECL)是全球领先地食品饮料部位的清洗消毒产品及解决方案的供应商。公司为世界各地宾馆机构、食品饮料、超市卖场等行业提供先进的清洁、消毒、灭虫的产品、服务和运作方案。历经80多年的成功经营，艺康已将业务范围拓展至医院、专业洗衣、政府机关、学校及各类零售、商业机构，为客户提供最全面的清洁卫生方案。,-0.72,-,-,NYSE,-,761.10亿,20.76亿,化学制品,0.48%,80.56%,7.79
1652,Okeanis Eco Tankers,ECO,US,53.11,-,4.67%,3.77/16.87,-,5.02,-,-,-,-,20.74亿,1.23亿,石油与天然气,1.71%,18.59%,3.62
1653,electroCore,ECOR,US,6.175,-,3.72%,-1.65/-,-,-0.08,-,-,-,-,4991.60万,-1396.60万,医疗保健设备,0.39%,11.47%,-
1654,安可资本,ECPG,US,83.73,-,2.75%,11.05/6.98,"Encore Capital Group and its subsidiaries (collectively, the “Company”)  is a recognized leader in distressed consumer debt buying and recovery.",-0.44,-,-,NASDAQ,-,17.93亿,2.57亿,消费信贷,1.43%,104.39%,1.84
1655,Ecovyst,ECVT,US,13.82,-,1.99%,-0.62/-,-,0,-,-,-,-,15.13亿,-7112.60万,化学制品,1.36%,107.32%,2.51
1656,亿咖通科技,ECX,US,1.12,-,6.78%,-0.2/-,-,-5.08,-,-,-,-,4.27亿,-6604.30万,软件,0.42%,7.05%,-
1657,爱迪生联合电气,ED,US,109.06,-,1.22%,5.66/19.86,"For more than 180 years, Consolidated Edison, Inc. has served the world's most dynamic and demanding marketplace - metropolitan New York. 

Con Edison's principal business segments are Consolidated Edison Company of New York's regulated electric, gas and steam utility activities, Orange & Rockland Utilities' (O&R) regulated electric and gas utility activities, and Con Edison's competitive energy businesses.",-1.08,-,-,NYSE,-,401.80亿,20.23亿,复合型公用事业,0.39%,70.33%,1.66
1658,EDAP TMS,EDAP,US,3.22,-,4.26%,-0.78/-,-,-2.13,-,-,NASDAQ,-,1.21亿,-2924.60万,医疗保健设备,0.02%,39.46%,6.22
1659,Edible Garden AG,EDBL,US,0.494,-,11.86%,-117.64/-,-,-9.85,-,-,-,-,45.14万,-3385.00万,食品,83.79%,9.00%,-
1660,Morgan Stanley Emerg,EDD,US,5.59,-,1.52%,1.07/5.25,-,-0.36,-,-,NYSE,-,3.60亿,6867.40万,资本市场,0.52%,34.40%,0.979
1661,Virtus Stone Harbor,EDF,US,5.1,-,1.56%,0.86/5.98,-,-0.39,-,-,NYSE,-,1.64亿,2739.20万,资本市场,0.47%,9.91%,1.04
1662,Everbright Digital,EDHL,US,2.58,-,4.05%,0.14/-,-,-0.39,-,-,-,-,429.89万,-72.47万,互动媒体与服务,-,1.16%,0.8
1663,Editas Medicine,EDIT,US,2.91,-,11.06%,-1.8/-,-,-9.35,-,-,-,-,2.85亿,-1.60亿,生物科技,1.55%,51.27%,10.43
1664,恩普雷萨电力,EDN,US,25.33,-,4.38%,0.19/6.77,-,0.4,-,-,NYSE,-,11.09亿,1.64亿,电力,0.62%,0.61%,0.728
1665,EuroDry,EDRY,US,20.86,-,2.38%,-1.55/-,-,-0.62,-,-,-,-,6029.68万,-426.42万,海运,1.41%,1.58%,0.646
1666,Edesa Biotech,EDSA,US,7.26,-,9.00%,-0.28/-,-,7.08,-,-,-,-,6451.03万,-224.77万,生物科技,1.10%,38.16%,13.85
1667,王道科技,EDTK,US,1,-,3.96%,-0.06/-,-,-0.99,-,-,-,-,1592.95万,-100.07万,综合消费者服务,0.01%,2.52%,1.16
1668,新东方,EDU,US,51.7,http://www.neworiental.org,1.39%,0.26/19.59,"新东方教育科技集团由1993年11月16日成立的北京新东方学校发展壮大而来，目前集团以外语培训和基础教育为核心，拥有短期培训系统、高等教育系统、基础教育系统、职业教育系统、教育研发系统、出国咨询系统、文化产业系统、科技产业系统等多个发展平台，是一家集教育培训、教育研发、图书杂志音像出版、出国留学服务、职业教育、在线教育、教育软件研发等于一体的大型综合性教育科技集团。公司于2006年9月7日在纽约证券交易所正式挂牌上市，成为我国首家在海外上市的教育科技企业，发行价为15美元/ADS（1ADS=4普通股），融资1亿美元；2007年以41.50美元/ADS进行二次增发，融资2.9亿美元。
2011年8月19日，新东方股票实行1拆4计划，拆股后1ADS=1普通股；对应发行价折合3.75美元/ADS。",0.47,S1/F1,-,NYSE,中国北京市海淀区海淀中路6号,82.28亿,4.13亿,综合消费者服务,0.41%,32.55%,2.01
