ts_code,breakthrough_date,breakthrough_price,consolidation_amplitude,volatility_shrink_ratio,final_gain,success
sz300264,20240816,4.86,44.65,0.9489,-6.38,False
sz301067,20250716,30.7,36.95,0.4494,-3.39,False
sz002642,20240819,5.83,21.52,0.937,8.75,False
sz000065,20240930,10.47,24.89,2.1727,-2.67,False
sz000636,20240919,12.8,27.48,0.3006,7.34,False
sz300702,20251022,25.07,30.58,0.802,1.91,False
sz300479,20240905,16.54,37.3,0.5783,-8.71,False
sz001382,20251009,21.52,14.16,1.1999,1.58,False
sz000561,20240823,7.03,27.79,0.8341,-10.95,False
sz002072,20240806,3.84,42.43,0.5462,5.47,False
sz300249,20240909,6.84,17.39,0.8485,-7.02,False
sz000006,20240801,3.85,26.63,0.3798,0.52,False
sz002515,20240805,4.32,28.11,0.6892,-1.62,False
sz002989,20250826,31.22,26.68,0.7467,12.68,False
sz301330,20251118,29.78,29.74,0.5806,-2.52,False
sz002841,20240830,30.79,21.56,0.6392,1.66,False
sz300207,20240919,15.27,35.27,0.2308,9.23,False
sz300901,20251013,15.63,29.28,1.9014,0.58,False
sz000048,20240927,14.26,21.75,1.1338,-4.07,False
sz002108,20240927,3.19,12.91,1.1456,2.19,False
sz399672,20240927,3747.87,14.31,1.0331,1.63,False
sz399995,20240927,3491.51,20.96,3.6553,6.16,False
sz300333,20240731,4.86,69.26,1.3461,-6.38,False
sz000901,20250210,11.35,39.23,1.1397,-0.88,False
sz301419,20251128,31.9,28.44,0.8505,1.79,False
sz300180,20240815,3.66,25.04,0.7331,5.46,False
sz002146,20240926,1.47,35.24,1.7131,6.8,False
sz002272,20240816,5.34,44.48,0.6558,-14.42,False
sz002421,20240924,2.46,17.67,1.2302,31.24,True
sz301153,20250624,26.41,24.34,0.6924,-3.07,False
sz000702,20240802,4.48,92.09,0.2784,9.82,False
sz002211,20240927,2.81,25.11,0.7811,51.6,True
sz002917,20250714,14.24,22.03,0.4627,8.85,False
sz300678,20250630,34.58,39.21,1.1669,-3.96,False
sz300299,20240805,4.24,36.77,0.3941,-10.38,False
sz000962,20240926,10.54,15.31,0.9218,12.81,False
sz002959,20251027,49.44,17.78,1.2324,-6.45,False
sz300460,20240807,8.73,31.71,1.1029,2.06,False
sz301283,20260305,46.91,37.54,2.0765,3.39,False
sz301519,20250924,13.97,22.06,1.0429,-0.93,False
sz002875,20240905,11.9,23.25,0.4656,-1.09,False
sz002008,20240815,19.85,17.8,2.1872,-8.31,False
sz002792,20240807,10.98,20.22,0.7426,1.82,False
sz300107,20240815,8.84,47.12,0.6868,-7.58,False
sz001231,20251219,21.76,49.89,0.4648,2.99,False
sz399392,20240927,2148.58,13.25,1.2792,6.55,False
sz301557,20250905,73.75,16.15,1.6024,-0.77,False
sz002372,20240930,14.37,41.62,1.8833,-6.26,False
sz399408,20240926,12521.9,10.68,1.5782,9.1,False
sz000661,20240927,97.34,21.76,2.0354,4.22,False
sz300755,20250624,18.69,51.13,0.9966,4.33,False
sz301030,20250811,19.35,33.52,1.1432,-0.41,False
sz001979,20240808,8.73,34.86,0.6636,-0.69,False
sz002046,20240927,10.24,30.08,0.6231,4.88,False
sz002615,20240912,6.62,22.35,0.3873,-1.21,False
sz300149,20240802,5.02,51.32,0.3407,0.6,False
sz300918,20251015,21.18,39.83,1.332,-3.97,False
sz002542,20240927,1.76,25.25,1.0433,-1.7,False
sz399238,20240926,1239.66,19.95,0.8264,4.03,False
sz300584,20240802,16.48,36.33,0.285,1.46,False
sz301367,20250924,84.89,28.04,0.9347,-3.24,False
sz000536,20240816,2.52,37.09,1.0867,-13.1,False
sz301053,20251124,33.17,20.86,0.878,3.11,False
sz002858,20240927,10.66,18.79,1.3026,-3.28,False
sz301600,20250728,109.49,28.1,0.956,9.78,False
sz300956,20250819,17.6,18.62,1.0153,1.14,False
sz000862,20240930,5.04,20.16,0.9812,-5.56,False
sz301329,20250708,19.94,28.47,0.6576,-0.1,False
sz200539,20240731,2.07,5.37,0.4613,-0.97,False
sz002296,20240930,9.01,37.57,0.6368,-5.88,False
sz000785,20240926,2.63,23.19,0.6739,3.42,False
sz300250,20240910,13.34,23.9,0.6194,-5.85,False
sz300164,20240930,4.28,26.31,0.6588,7.71,False
sz002816,20240912,9.87,35.42,1.494,13.27,False
sz300862,20250630,26.48,46.2,0.3397,-6.08,False
sz300364,20240927,20.62,31.75,1.6726,7.42,False
sz300785,20250716,33.81,28.17,0.3591,-0.15,False
sz300050,20240814,3.39,42.47,0.7763,41.59,True
sz002476,20240927,3.83,18.73,1.2105,-0.78,False
sz002111,20240930,10.69,27.69,1.0093,-1.4,False
sz000402,20240925,2.63,25.75,1.1678,31.94,True
sz002940,20251031,39.63,62.95,0.5106,-5.12,False
sz000755,20240820,4.34,12.6,0.6642,5.3,False
sz002721,20240906,2.51,21.19,1.1985,-0.8,False
sz002592,20240930,4.39,22.47,0.618,-2.96,False
sz300554,20240930,23.58,40.06,1.2578,-6.57,False
sz002208,20240905,4.75,19.87,0.5663,54.95,True
sz000935,20240927,12.61,20.64,2.0725,9.44,False
sz399015,20240927,1918.25,12.31,1.3853,7.82,False
sz300033,20240924,111.83,17.63,0.7479,104.66,True
sz003040,20251014,20.95,45.16,0.9435,-0.53,False
sz300665,20240927,5.56,36.02,1.4602,5.22,False
sz399643,20240926,2047.57,13.76,0.8048,30.63,True
sz002139,20240927,10.32,24.46,0.4547,3.88,False
sz300498,20240731,19.29,18.79,0.5534,-0.62,False
sz300302,20240730,10.62,27.68,1.5243,-2.92,False
sz002177,20240819,3.5,33.08,1.5432,-8.85,False
sz001287,20250715,20.26,19.49,0.9127,1.58,False
sz300285,20240731,18.72,26.82,0.8971,-6.73,False
sz002410,20240926,11.02,28.32,0.5527,22.41,True
sz301162,20251124,55.97,22.28,0.7171,-3.61,False
sz002747,20240930,15.49,22.54,1.0977,-7.1,False
sz000733,20240930,43.49,25.26,1.3709,1.52,False
sz003023,20260116,24.2,31.62,0.4877,-0.87,False
sz300606,20240826,19.8,49.78,0.5041,0.15,False
sz002093,20240926,6.2,13.13,0.9521,12.9,False
sz000040,20241211,1.55,46.17,2.0201,-14.19,False
sz300532,20240820,9.01,24.6,0.8068,-0.91,False
sz002968,20251215,11.35,34.11,0.4175,5.03,False
sz300780,20250624,15.27,41.07,0.263,4.72,False
sz301218,20250626,21.25,28.06,0.3136,-0.71,False
sz300161,20240930,27.49,39.21,0.9159,-3.64,False
sz300406,20241008,15.36,35.47,1.422,-19.73,False
sz002293,20241008,7.11,29.61,1.8845,-8.72,False
sz002995,20250716,20.41,20.41,0.7107,-4.31,False
sz399420,20240731,1064.4,15.28,0.9729,-3.93,False
sz300953,20250624,96.85,53.9,0.4748,2.43,False
sz399974,20240926,1571.82,14.26,1.2758,11.05,False
sz002673,20240924,6.6,11.87,0.4428,42.88,True
sz000533,20240927,3.47,12.95,0.8753,0.86,False
sz399693,20240926,3130.45,15.56,1.034,25.71,True
sz001219,20250624,13.22,19.97,0.5752,2.04,False
sz300448,20240730,4.09,60.99,1.6629,13.19,False
sz002314,20240925,2.18,18.48,1.1324,9.63,False
sz301362,20251114,42.64,31.98,0.2472,-2.63,False
sz000607,20240926,3.39,20.86,0.7683,6.19,False
sz300733,20251015,18.8,44.29,0.3462,-2.29,False
sz300085,20240919,10.26,17.79,0.8151,122.03,True
sz000550,20240927,24.76,67.35,0.4277,12.52,False
sz002043,20240924,9.41,22.31,0.5449,21.11,True
sz300750,20250625,253.9,31.17,0.5773,-1.75,False
sz301301,20250701,12.25,30.32,0.6014,-0.65,False
sz002524,20240926,3.67,25.41,1.1894,4.36,False
sz300278,20240821,3.27,24.93,0.6469,-10.7,False
sz300699,20250625,31.03,24.78,0.3902,0.06,False
sz300102,20240802,6.36,30.12,1.5908,11.78,False
sz002870,20240927,31.01,11.46,1.1194,-0.48,False
sz300930,20251120,31.23,16.5,0.9933,-4.03,False
sz301286,20250722,28.2,27.34,0.9049,-4.43,False
sz000049,20250624,22.5,25.98,0.1825,0.0,False
sz301004,20250703,73.37,48.74,0.3969,-3.22,False
sz002346,20240926,7.75,16.18,1.1217,4.0,False
sz000655,20240927,5.52,16.19,1.1937,-0.54,False
sz300761,20250904,19.27,14.7,1.0183,24.13,True
sz300380,20240821,16.53,47.25,1.6085,-3.63,False
sz300886,20250924,28.24,27.11,1.8813,2.97,False
sz001205,20250916,16.65,6.91,1.1129,-2.28,False
sz301183,20250624,50.56,41.88,0.5878,-0.54,False
sz300133,20240930,6.98,29.34,1.3198,-10.89,False
sz002492,20240927,4.56,16.37,1.2887,1.1,False
sz002822,20240826,1.73,68.15,1.0001,1.62,False
sz301487,20251124,23.7,38.89,0.4454,-0.55,False
sz300685,20250708,22.84,16.6,1.8496,2.45,False
sz002538,20240813,4.57,26.43,0.6211,-2.84,False
sz399242,20240926,906.04,13.47,1.5023,12.66,False
sz300962,20250924,16.62,13.99,1.667,1.62,False
sz002011,20240927,10.97,16.46,0.6885,-0.55,False
sz001228,20250905,23.49,12.95,2.67,0.6,False
sz301353,20251225,27.03,22.55,0.9352,-0.7,False
sz000818,20241106,20.02,46.83,1.2199,-0.15,False
sz301500,20251105,16.12,24.84,1.1248,0.56,False
sz002576,20240801,12.85,30.94,0.5558,-7.24,False
sz002125,20240930,10.46,20.88,1.0225,-8.22,False
sz002442,20240927,4.34,14.74,1.1941,0.69,False
sz300818,20250718,22.68,25.24,0.7727,0.75,False
sz000151,20240909,10.26,28.61,0.5477,-1.36,False
sz300484,20240930,14.85,43.59,1.331,1.21,False
sz301267,20250625,18.98,19.5,0.4086,-0.58,False
sz399611,20240926,1931.86,12.76,0.7174,21.59,True
sz002738,20240926,30.07,22.0,1.472,10.97,False
sz000622,20241024,1.71,39.1,1.1797,5.85,False
sz003012,20250721,5.96,12.17,0.5165,4.53,False
sz300637,20240813,9.09,89.29,0.4654,-5.5,False
sz000685,20240808,6.99,14.42,0.6699,0.0,False
sz300503,20240731,14.03,33.01,0.697,-6.84,False
sz002396,20240920,13.72,15.61,1.235,9.62,False
sz300350,20240927,4.86,21.41,0.5223,8.64,False
sz300856,20250820,15.63,11.67,0.55,-3.39,False
sz002890,20251212,14.64,18.89,1.0021,-0.34,False
sz301229,20251020,20.7,35.93,0.651,6.52,False
sz002692,20240919,3.58,12.87,0.9999,1.12,False
sz300007,20240927,14.13,16.62,1.5892,11.32,False
sz300835,20251124,58.33,35.43,1.8261,5.09,False
sz300560,20240910,12.24,31.52,1.0166,-8.74,False
sz301383,20250820,42.56,17.82,0.6695,-1.79,False
sz300049,20240930,48.33,44.45,1.4675,-0.27,False
sz301130,20250924,29.73,26.79,0.818,-0.13,False
sz399812,20240927,5479.95,11.05,1.4996,2.48,False
sz002715,20241008,12.7,43.32,1.0394,-6.85,False
sz000761,20240925,2.87,22.76,1.9139,13.24,False
sz000886,20240731,4.58,47.57,0.1941,-3.49,False
sz300378,20240910,16.65,19.38,0.6736,-0.36,False
sz301201,20250627,21.17,33.41,0.7769,8.93,False
sz002424,20241024,3.73,24.35,1.1751,2.68,False
sz300185,20240927,2.04,13.8,0.9264,13.73,False
sz399639,20240930,1689.01,20.6,1.2542,-5.6,False
sz300564,20251125,16.22,17.61,0.8449,-1.91,False
sz300565,20240807,10.72,21.7,0.912,3.54,False
sz300830,20251020,10.4,49.92,0.3615,1.25,False
sz399677,20240924,3176.53,12.98,0.8873,51.57,True
sz002697,20240926,4.61,17.18,0.5383,4.99,False
sz399990,20240930,3017.57,21.81,1.1314,-3.61,False
sz000967,20240927,4.15,19.63,1.2995,3.61,False
sz300632,20240731,9.33,24.82,1.0168,-3.75,False
sz300061,20250114,12.42,70.98,1.1745,-4.67,False
sz301118,20250904,22.64,33.78,0.3811,4.37,False
sz000707,20240926,6.88,19.16,1.0766,9.89,False
sz002912,20250711,26.08,13.15,0.6034,4.6,False
sz001319,20250716,27.4,26.47,0.3273,-2.55,False
sz399009,20240927,3383.93,13.06,1.0672,5.65,False
sz002773,20240930,20.84,31.46,2.5606,-5.66,False
sz301156,20250901,19.45,23.24,0.4152,-1.85,False
sz301505,20251124,22.58,15.61,0.7953,0.09,False
sz002320,20240930,5.74,15.52,1.554,-6.97,False
sz000633,20240926,4.54,35.95,2.2382,4.63,False
sz300707,20250717,14.3,17.79,0.8557,0.35,False
sz000852,20250626,6.64,46.1,0.4807,1.81,False
sz301062,20250806,8.77,13.75,0.4086,-0.46,False
sz300155,20240905,3.96,33.65,0.5565,-8.84,False
sz002193,20240806,3.84,46.57,0.6562,-8.85,False
sz002609,20240927,7.58,18.08,1.2597,3.03,False
sz300904,20250730,54.88,24.35,0.2305,8.75,False
sz000830,20240731,10.95,21.61,3.8092,-4.11,False
sz300598,20240823,30.33,32.28,1.0892,-0.99,False
sz300136,20240730,18.91,23.79,1.7766,-8.46,False
sz000799,20240927,46.39,24.42,1.9805,6.49,False
sz300385,20240819,4.17,36.56,0.8018,-18.23,False
sz002510,20240924,3.86,23.95,0.551,17.36,False
sz301335,20260114,32.01,17.0,1.0308,-4.03,False
sz000564,20240920,1.82,15.44,1.5945,8.79,False
sz001387,20250624,13.53,30.76,0.2019,1.18,False
sz002077,20240927,12.34,27.75,0.4676,3.73,False
sz002624,20240926,8.18,22.91,1.0414,8.2,False
sz399013,20240927,4236.57,11.81,1.1635,2.98,False
sz002769,20240927,5.51,32.83,0.9184,-2.18,False
sz000429,20250620,13.32,14.6,1.3896,-3.98,False
sz300666,20240826,47.72,21.48,0.9122,2.12,False
sz300035,20240927,8.8,16.96,1.4297,10.45,False
sz003043,20251201,47.8,25.55,0.8357,2.49,False
sz002908,20260105,10.73,15.99,3.2954,6.62,False
sz300552,20240927,31.85,47.74,0.7333,4.43,False
sz300807,20250916,41.36,35.74,1.6762,-7.16,False
sz000933,20240930,19.28,54.63,0.792,-4.93,False
sz002727,20241106,14.4,45.32,1.2729,-0.28,False
sz301102,20250625,10.8,27.15,0.3606,0.74,False
sz002946,20250804,16.62,28.13,0.7146,4.69,False
sz000753,20240927,3.04,13.03,1.407,0.33,False
sz300667,20250805,16.37,14.34,0.7518,3.18,False
sz300286,20240930,20.37,32.6,1.0276,-8.89,False
sz002413,20240927,3.9,19.48,0.6232,5.64,False
sz300849,20250910,14.38,38.1,0.1993,-4.66,False
sz300018,20240814,4.78,26.76,0.5708,-0.63,False
sz000404,20240902,5.86,20.36,1.5582,-3.24,False
sz002117,20240930,7.27,19.96,2.1855,-3.85,False
sz301255,20250624,30.46,59.54,0.5127,-0.2,False
sz002470,20240926,1.46,14.39,1.497,7.53,False
sz300605,20240826,9.95,39.04,1.3149,-7.34,False
sz399623,20240927,6320.64,11.6,1.0685,3.25,False
sz399344,20240926,4912.19,11.94,0.8351,17.38,False
sz300864,20250624,19.72,23.77,0.2015,1.12,False
sz000950,20240925,5.04,12.23,0.6881,3.77,False
sz301581,20250708,53.64,26.49,2.325,-1.86,False
sz000899,20241008,8.97,33.53,0.8041,-8.03,False
sz300783,20250825,27.91,18.89,0.5205,-4.12,False
sz200058,20240904,1.51,11.41,0.587,-8.63,False
sz000019,20240904,6.04,10.47,1.0055,-6.79,False
sz002996,20250929,7.37,16.71,1.6017,6.65,False
sz000783,20240731,5.03,24.84,0.3797,-2.78,False
sz002750,20241104,2.25,27.59,0.7259,27.11,True
sz300256,20240809,2.08,31.12,0.7005,73.08,True
sz200016,20240926,0.66,29.55,0.6876,24.24,True
sz301055,20251020,20.77,32.27,0.9488,8.47,False
sz002023,20240930,9.97,25.69,0.7589,2.21,False
sz000530,20240925,3.78,16.06,0.6945,10.85,False
sz002544,20240930,21.0,24.24,1.1324,11.38,False
sz301361,20250707,32.0,35.72,0.5969,2.44,False
sz300582,20240830,8.83,47.11,0.4781,0.57,False
sz300218,20240903,14.43,33.6,0.4386,-4.16,False
sz301036,20250701,38.19,31.14,0.5584,-2.7,False
sz002613,20240927,3.59,22.71,0.8517,0.84,False
sz001279,20250624,39.99,42.01,0.8485,0.95,False
sz002189,20240731,15.03,23.68,0.9994,-2.93,False
sz300428,20240930,17.97,36.64,1.0658,-4.45,False
sz000980,20240805,2.02,48.83,0.7467,-23.27,False
sz399394,20240927,8104.03,13.43,1.357,4.83,False
sz301551,20250806,49.88,11.66,0.7974,0.96,False
sz300753,20250924,29.56,38.27,1.3873,-0.1,False
sz002374,20240926,2.09,22.24,0.7417,1.91,False
sz301078,20250626,13.42,47.78,1.0149,1.19,False
sz300101,20240926,14.48,23.17,0.8094,20.17,True
sz300466,20240924,6.5,18.26,1.1948,41.08,True
sz002569,20240911,6.05,23.07,1.2313,5.62,False
sz000807,20240926,12.81,29.1,0.4622,7.65,False
sz399440,20240930,1173.31,17.75,1.8398,-2.73,False
sz000629,20240927,2.68,15.34,0.8807,1.49,False
sz000802,20240924,5.37,17.08,0.8181,13.78,False
sz300230,20240926,3.38,13.64,0.8089,20.38,True
sz002791,20240927,27.99,29.21,1.4774,2.36,False
sz000518,20240802,2.34,61.82,0.4004,-12.39,False
sz300978,20250624,10.95,34.61,0.267,1.55,False
sz000031,20240920,2.5,14.41,0.8818,22.0,True
sz300083,20240821,6.09,33.18,0.4972,-5.75,False
sz002838,20240927,9.86,18.38,1.2628,0.41,False
sz002488,20240802,5.14,30.64,0.7434,20.23,True
sz300735,20250731,27.55,19.37,0.6429,4.9,False
sz002312,20240828,7.01,20.5,1.2087,10.7,False
sz002541,20241008,16.23,43.96,1.8269,-11.71,False
sz399972,20240926,3938.74,12.88,0.803,17.58,False
sz002675,20240927,12.84,12.49,0.7923,-1.17,False
sz301050,20250625,50.83,33.97,0.403,0.65,False
sz399695,20240927,1879.73,12.32,1.6027,5.27,False
sz300167,20240805,1.85,57.19,0.9031,-8.65,False
sz300534,20240806,7.89,23.23,0.6876,-1.14,False
sz002268,20240927,15.3,29.25,2.5109,5.36,False
sz399808,20240927,1878.2,11.28,1.0929,5.16,False
sz300053,20240730,10.81,30.94,0.9059,7.49,False
sz002095,20240924,13.07,24.72,1.7742,29.76,True
sz002920,20250812,113.91,19.41,0.3692,0.04,False
sz002226,20240930,4.5,23.03,2.7695,-3.55,False
sz000735,20240731,4.97,23.15,1.1286,-1.21,False
sz002112,20240912,9.2,17.25,0.7081,-1.41,False
sz002741,20240731,11.3,39.1,2.195,-6.46,False
sz301233,20251022,54.82,23.63,0.4455,2.59,False
sz003008,20251224,22.25,18.65,0.9601,-3.15,False
sz002171,20240930,6.83,23.5,1.017,-5.56,False
sz300802,20251020,19.89,23.6,0.6171,8.04,False
sz000936,20240930,6.67,21.27,1.7058,-4.05,False
sz300304,20240731,6.25,27.42,0.9874,-5.6,False
sz300663,20240902,10.48,24.25,0.8402,-2.39,False
sz301080,20251203,55.75,23.22,1.1561,-1.15,False
sz399645,20240926,8193.03,13.43,1.6733,12.66,False
sz000949,20240731,3.54,47.27,0.251,0.56,False
sz002274,20240926,7.05,17.96,0.5245,6.95,False
sz000767,20240927,2.46,12.17,2.1168,0.41,False
sz300528,20240805,7.39,34.17,0.9842,-4.6,False
sz002972,20251201,12.54,13.06,1.2555,2.07,False
sz000880,20240821,6.05,69.86,4.6983,-3.9,False
sz200726,20240930,3.91,12.44,0.9253,-0.77,False
sz001379,20250714,20.82,25.93,0.8183,1.54,False
sz301136,20251027,12.4,23.53,0.6202,3.06,False
sz399814,20240927,978.62,12.92,1.5351,2.4,False
sz300334,20250924,7.02,18.32,1.6566,-1.14,False
sz000729,20240924,9.34,23.0,0.4471,16.06,False
sz300566,20240926,13.98,28.71,1.5946,28.61,True
sz300335,20240926,3.96,17.62,0.6166,17.68,False
sz300001,20240731,19.88,19.24,0.927,-3.12,False
sz301178,20260114,56.43,42.2,0.6054,-5.37,False
sz002390,20240930,3.59,19.46,1.7393,-6.68,False
sz300850,20260105,43.44,36.32,0.5491,2.6,False
sz002259,20240930,2.65,23.8,1.584,-13.58,False
sz002896,20250711,61.44,34.69,0.4715,30.62,True
sz300631,20240930,21.42,28.21,1.1441,-5.46,False
sz002911,20250716,10.67,9.48,0.3812,-2.25,False
sz300318,20240802,4.97,31.74,0.562,1.01,False
sz000157,20240930,7.08,27.62,1.4045,-6.78,False
sz002444,20240829,24.47,24.2,0.9801,10.5,False
sz301261,20250709,78.17,44.8,0.7756,18.65,False
sz300482,20240930,26.0,29.7,2.1627,-7.27,False
sz399659,20240927,3230.26,11.77,1.301,5.5,False
sz002123,20240923,7.35,30.47,1.4033,14.83,False
sz301355,20250624,11.8,34.95,0.677,1.01,False
sz002570,20240924,2.69,13.91,1.0848,39.78,True
sz000063,20240731,26.8,12.55,1.1465,-5.15,False
sz002017,20240913,8.31,15.26,0.6325,8.55,False
sz000504,20240902,7.65,29.31,0.6821,3.4,False
sz300118,20240930,13.81,33.24,2.339,-8.98,False
sz300683,20251017,36.47,73.18,0.8805,-7.92,False
sz000850,20240906,3.38,14.52,0.6562,5.03,False
sz301548,20250624,47.02,40.24,0.428,3.45,False
sz002059,20240731,5.08,20.07,0.7599,3.74,False
sz002824,20240820,13.86,30.44,0.9614,-3.54,False
sz300729,20250819,14.76,14.24,0.3831,2.91,False
sz000833,20240730,4.65,28.32,0.3964,4.3,False
sz002494,20240927,3.36,19.87,0.9442,0.3,False
sz300201,20240930,4.0,25.68,1.1974,1.0,False
sz300452,20240927,11.48,12.79,1.2973,6.18,False
sz399689,20240930,911.27,23.87,1.8134,-4.28,False
sz300135,20240802,2.72,47.32,0.3554,-6.25,False
sz002669,20240927,8.62,19.93,1.0953,0.46,False
sz300767,20260123,21.1,32.16,0.546,-9.86,False
sz002340,20240731,6.12,20.65,1.2337,-5.55,False
sz301565,20250624,21.39,25.99,0.3256,20.85,True
sz300386,20240830,8.34,89.85,0.2347,26.86,True
sz200581,20240919,9.76,12.22,1.1279,9.74,False
sz002627,20240731,4.78,11.29,1.0209,-0.42,False
sz301002,20251218,30.78,63.02,0.5169,14.85,False
sz301560,20251104,38.43,27.24,0.6022,0.99,False
sz300383,20240926,8.47,13.77,0.6931,23.73,True
sz002516,20240925,3.83,17.0,1.0444,18.54,False
sz000878,20240927,12.5,24.55,0.55,4.56,False
sz300762,20250625,22.18,32.97,0.4086,-0.9,False
sz002491,20240930,3.93,28.42,0.8123,-3.82,False
sz300204,20240802,7.36,30.5,0.3837,-5.84,False
sz300902,20250707,18.85,34.91,0.4438,4.19,False
sz002558,20240926,9.83,19.28,0.9871,14.7,False
sz300153,20240903,6.08,19.28,0.5922,-3.62,False
sz002195,20240927,2.58,21.42,1.4857,5.81,False
sz002821,20240927,75.03,26.89,0.6075,-0.57,False
sz002368,20240930,20.44,50.81,0.5407,7.19,False
sz399412,20240926,2011.51,10.3,0.7513,19.24,False
sz300434,20240927,7.86,20.13,1.2028,4.45,False
sz002788,20240926,7.46,13.39,1.1831,12.6,False
sz002641,20240927,4.18,12.06,2.0001,2.87,False
sz301503,20250625,37.4,37.78,0.2512,-0.13,False
sz000635,20240925,6.24,14.54,0.6614,4.33,False
sz300701,20250625,10.07,36.06,0.206,2.38,False
sz002326,20240927,8.92,13.92,1.2499,3.7,False
sz300029,20240808,4.52,41.18,0.7808,-8.41,False
sz002775,20240822,2.32,42.16,0.9784,-4.74,False
sz002126,20240926,17.11,22.89,0.7215,19.87,False
sz002212,20240927,5.15,22.5,1.3462,5.24,False
sz300487,20240924,42.68,17.53,1.0246,44.02,True
sz000701,20240927,4.05,27.75,0.8141,0.0,False
sz002588,20240813,6.4,22.83,1.5871,3.28,False
sz300067,20240913,4.07,37.46,1.0477,-2.7,False
sz300855,20250624,22.16,21.05,0.569,6.5,False
sz301479,20251023,93.35,37.05,0.3908,0.48,False
sz300500,20240827,10.6,39.64,0.6778,-7.83,False
sz399671,20240927,6991.29,18.96,1.4926,5.51,False
sz300657,20240930,17.06,20.16,0.6976,-0.18,False
sz002691,20240902,5.18,28.78,0.9508,-5.21,False
sz399996,20240731,2437.69,11.4,1.7132,-5.49,False
sz300836,20260408,56.36,34.09,0.8467,10.2,False
sz000902,20240808,11.35,20.4,2.6021,1.76,False
sz300183,20240815,13.03,22.05,0.9766,-5.76,False
sz002716,20240930,3.5,26.74,1.1455,-6.29,False
sz301133,20250627,22.32,32.31,0.4362,0.04,False
sz002145,20240927,3.92,15.29,0.9816,1.28,False
sz300619,20240912,20.19,56.78,0.8108,-13.26,False
sz000762,20240927,21.3,15.5,0.7116,1.64,False
sz002271,20240927,10.69,38.45,2.1698,2.53,False
sz301207,20250701,16.32,22.73,0.4192,0.31,False
sz300878,20251219,23.98,43.02,1.8338,6.67,False
sz002422,20240731,29.16,19.92,1.2961,2.37,False
sz399358,20240926,3986.3,9.31,0.5822,15.62,False
sz300587,20240927,4.23,16.86,0.8849,11.34,False
sz000601,20240731,3.63,19.81,0.7441,-0.83,False
sz300129,20240927,7.17,21.01,0.4563,3.21,False
sz301199,20250624,24.28,39.15,0.3614,4.32,False
sz002026,20240927,8.22,28.09,0.5802,5.96,False
sz301603,20260227,75.01,20.86,1.7436,-5.41,False
sz300955,20260310,35.85,43.36,1.0152,-1.28,False
sz002993,20250627,39.74,42.09,0.1969,0.88,False
sz000786,20240926,28.28,30.62,0.6304,6.26,False
sz300400,20240730,10.92,42.52,0.5831,-7.33,False
sz002295,20240930,5.97,19.84,1.2876,-4.85,False
sz300253,20240927,6.28,18.49,0.9916,9.4,False
sz002068,20241028,7.18,43.67,1.6382,-1.11,False
sz002815,20240731,8.64,22.91,0.8115,-7.99,False
sz300463,20240812,12.71,24.24,0.4698,-5.59,False
sz301280,20250624,38.37,42.04,0.4145,1.64,False
sz300936,20250624,38.26,30.87,0.3073,0.08,False
sz301349,20250624,39.52,39.01,0.6927,-1.85,False
sz300718,20250715,77.08,32.68,0.6309,26.69,True
sz002876,20240930,23.08,32.09,0.7612,-2.9,False
sz002658,20240813,5.54,31.76,0.9464,-11.9,False
sz000985,20240903,13.64,16.33,0.7288,-5.72,False
sz399391,20240926,3028.91,14.3,1.1258,8.54,False
sz002522,20240927,3.42,15.4,1.2708,3.21,False
sz002371,20240830,234.98,19.22,1.454,-6.36,False
sz301307,20250624,23.76,44.84,0.645,1.39,False
sz301033,20251111,70.2,34.76,0.4744,-5.68,False
sz002616,20240802,4.33,34.63,0.3873,-4.62,False
sz300985,20251021,18.62,22.31,1.4896,3.22,False
sz300519,20240801,12.72,27.55,0.4153,-1.73,False
sz002943,20251126,32.19,25.81,1.6421,-1.58,False
sz002245,20240813,8.06,20.02,1.3128,-5.08,False
sz000756,20240812,16.22,19.76,0.7424,-7.22,False
sz300283,20240807,4.81,63.51,3.0494,-3.33,False
sz002416,20240805,9.36,34.33,0.5979,-9.08,False
sz000978,20240927,6.38,15.78,1.1769,-6.74,False
sz002722,20240920,11.81,12.26,0.828,18.71,False
sz301107,20251021,29.01,19.75,0.6139,5.41,False
sz002591,20240911,4.23,23.06,0.7403,-1.18,False
sz300557,20240926,17.98,30.21,0.8336,18.6,False
sz000718,20240923,1.71,19.37,1.0616,33.33,True
sz002458,20240930,9.12,21.15,0.8691,-4.17,False
sz399016,20240927,3516.86,13.23,1.0622,8.49,False
sz301149,20251111,11.71,28.18,0.3733,-2.22,False
sz001306,20250716,80.24,32.0,0.319,1.45,False
sz300030,20240909,4.86,35.49,0.9736,25.51,True
sz300861,20260109,15.74,26.35,0.3964,0.0,False
sz000955,20240925,3.63,31.92,1.853,1.65,False
sz300786,20251223,16.69,43.1,0.4095,-3.06,False
sz300600,20240927,6.16,20.17,0.5918,8.12,False
sz000586,20240927,8.13,30.07,0.7107,-0.98,False
sz003025,20250624,13.25,32.17,0.4707,3.09,False
sz399626,20240926,1128.76,13.02,0.7364,24.36,True
sz000166,20240731,4.43,13.48,1.0292,-0.68,False
sz002475,20241127,38.93,32.47,0.7844,1.18,False
sz300329,20240805,4.64,38.87,0.646,-12.51,False
